Export MPAN / MSID,Import MPAN / MSID,Customer Name ,Customer Site ,Address Line 1,Address Line 2,Town/ City ,County ,Postcode ,Country,"Location (X-coordinate):
Eastings (where data is held)","Location (y-coordinate):
Northings (where data is held)",Grid Supply Point,Bulk Supply Point,Primary,"Point of Connection (POC)
Voltage (kV)",Licence Area ,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status ,Already connected Registered Capacity (MW) ,Maximum Export Capacity (MW),Maximum Export Capacity (MVA),Maximum Import Capacity (MW),Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Change to Maximum Export Capacity (MW) ,Change to Maximum Export Capacity (MVA) ,Change to Maximum Import Capacity (MW) ,Change to Maximum Import Capacity (MVA) ,Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,geopoint,Local Authority
2394000096932,Data Not Available,"Wood Farm, Mappleton Road","Wood Farm, Mappleton Road",Wood Farm Wind Turbine,Mappleton Road,Hatfield,North Yorkshire,HU11 4UW,England,520605,443658,Creyke Beck,Driffield/Beverley Group,Seaton,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2012-09-04 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.875112869878166, -0.16702391766390035",East Riding of Yorkshire
2394000098540,Data Not Available,"Osgodby Grange Farm, South Duffield road, Osgodby, Selby, YO8 5HR","Osgodby Grange Farm, South Duffield road, Osgodby, Selby, YO8 5HR",Osgodby Grange Farm,South Duffield Road,Selby,North Yorkshire,YO8 5HR,England,464920,433934,Drax,Osgodby 3/4,Olympia Mills,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.09,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.09,0.09,0.095,Data Not Available,Data Not Available,2013-06-10 00:00:00,Data Not Applicable,Data Not Applicable,0.095,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.797671028491465, -1.0158730807127547",North Yorkshire
2394000103907,Data Not Available,"Blackwood Hall Business Park, North Duffield, Selby, YO8 5DD","Blackwood Hall Business Park, North Duffield, Selby, YO8 5DD",Data Not Available,Blackwood Hall Business Park,Selby,North Yorkshire,YO8 5DD,England,466853,436999,Drax,Osgodby 3/4,Olympia Mills,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.076,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.076,0.076,0.08,Data Not Available,Data Not Available,2013-09-07 00:00:00,Data Not Applicable,Data Not Applicable,0.08,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.824970421423195, -0.9858669702098384",North Yorkshire
2394000121933,Data Not Available,"Elder Farm, Willitoft, Goole",Elder Farm,Elder Farm,Willitoft,Goole,North Yorkshire,DN14 7NS,England,474282,435279,Drax,Osgodby 3/4,Thorpe Road,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2015-07-07 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,2015-01-01 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.80850740979109, -0.8734446869765403",East Riding of Yorkshire
2394000107488,Data Not Available,"Land Off 913, Halifax Road","Land Off 913, Halifax Road",913,Halifax Road,Cleckheaton,West Yorkshire,BD19 6PH,England,416175,425086,Elland,Brighouse 132/33kV,Bailiff Bridge,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.09,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.09,0.09,0.095,Data Not Available,Data Not Available,2013-11-22 00:00:00,Data Not Applicable,Data Not Applicable,0.095,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.721933571633684, -1.7563558402769217",Calderdale
Data Not Applicable,Data Not Available,J SAINSBURY PLC,J SAINSBURY PLC,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,England,409473,425571,Elland,Halifax 132/33kV,Halifax 33/11kV,11.0,Northern Powergrid (Yorkshire) plc,Other,Other,No,Data Not Applicable,Data Not Applicable,0.9,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.9,0.9,0.947,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.72645600780067, -1.8579053982382334",Calderdale
Data Not Applicable,Data Not Available,Units 3-4 Pollard Street South,Units 3-4 Pollard Street South,Unit 3-4,Pollard Street South,Milnsbridge,West Yorkshire,HD3 4NB,England,411769,415917,Elland,Lindley,Dowker Street,11.0,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.1,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.1,0.1,0.105,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.63963878981571, -1.8234700741350234",Kirklees
2394000108082,Data Not Available,Victory Leisure Home,Victory Leisure Home,Victory Leisure Home,Broad Lane,Brough,North Yorkshire,HU15 2TS,England,485986,430739,Creyke Beck,Hull West,Newport 1,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.181,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.181,0.181,0.191,Data Not Available,Data Not Available,2014-07-26 00:00:00,Data Not Applicable,Data Not Applicable,0.191,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.76591222720453, -0.6970210257298433",East Riding of Yorkshire
2394000121446,Data Not Available,"Melton Park, South Lawn Way, Melton, North Ferriby, HU14 3BL","Melton Park, South Lawn Way, Melton, North Ferriby, HU14 3BL",Melton Park,South Lawn Way,North Ferriby,North Yorkshire,HU14 3BL,England,497382,427067,Creyke Beck,Hull West,Gibson Lane,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.19,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.19,0.19,0.2,Data Not Available,Data Not Available,2015-07-13 00:00:00,Data Not Applicable,Data Not Applicable,0.2,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.730916267159614, -0.5253521085303194",East Riding of Yorkshire
2394000099599,Data Not Available,Hasholme Grange Wind Turbine,Hasholme Grange Wind Turbine,Four Wind Turbines,Data Not Available,Holme On Spalding Moor,North Yorkshire,YO43 4BE,England,483753,435026,Creyke Beck,Hull West,Newport 1,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2012-11-21 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.80479747018486, -0.7297247277648079",East Riding of Yorkshire
2394000126338,Data Not Available,"Everthorpe Grange, Common Lane, North Cave, Brough, HU15 2PE","Everthorpe Grange, Common Lane, North Cave, Brough, HU15 2PE",Everthorpe Grange,Common Lane,Brough,North Yorkshire,HU15 2PE,England,487749,431187,Creyke Beck,Hull West,Newport 1,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.181,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.181,0.181,0.191,Data Not Available,Data Not Available,2015-12-05 00:00:00,Data Not Applicable,Data Not Applicable,0.191,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.76964420488269, -0.67015591118452",East Riding of Yorkshire
2394000118328,Data Not Available,"Wind Turbine, SE Tollingham, Skiff Lane, Holme-on-Spalding-Moor","Wind Turbine, SE Tollingham, Skiff Lane, Holme-on-Spalding-Moor",Se Tollingham,Skiff Lane,York,North Yorkshire,YO43 4BE,England,483753,435026,Creyke Beck,Hull West,Newport 1,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2014-11-10 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.80479747018486, -0.7297247277648079",East Riding of Yorkshire
2394000127011,Data Not Available,"Thornton House, Broad Lane, Gilberdyke, Brough, HU15 2TB","Thornton House, Broad Lane, Gilberdyke, Brough, HU15 2TB",Thornton House,Broad Lane,Brough,North Yorkshire,HU15 2TB,England,483680,428101,Creyke Beck,Hull West,Newport 1,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.181,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.181,0.181,0.191,Data Not Available,Data Not Available,2016-03-01 00:00:00,Data Not Applicable,Data Not Applicable,0.191,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.74258261290582, -0.7327085297005029",East Riding of Yorkshire
2394000110870,Data Not Available,"Humber Grower, Poolbank Salads","Humber Grower, Poolbank Salads",(Millbeck) Humber Grower,Norfolk Bank Lane,Brough,North Yorkshire,HU15 2FJ,England,490915,429444,Creyke Beck,Hull West,Skillings Lane,11.0,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.14,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.14,0.14,0.147,Data Not Available,Data Not Available,2014-06-18 00:00:00,Data Not Applicable,Data Not Applicable,0.147,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.753440408750265, -0.6226490845332036",East Riding of Yorkshire
2394000085179,Data Not Available,"Heron Foods, Jackson Way","Heron Foods, Jackson Way",Speculative Unit,Jackson Way,North Ferriby,North Yorkshire,HU14 3HJ,England,496670,426106,Creyke Beck,Hull West,Skillings Lane,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.107,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.107,0.107,0.113,Data Not Available,Data Not Available,2012-06-08 00:00:00,Data Not Applicable,Data Not Applicable,0.113,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.72241382911991, -0.5364406775523889",East Riding of Yorkshire
2394000101991,Data Not Available,"Arglam Farm, Arglam Lane, Holme-on-Spalding-Moor, YO43 4HG","Arglam Farm, Arglam Lane, Holme-on-Spalding-Moor, YO43 4HG",Arglam Dairy Farm Wind Turbines,Arglam Lane,Holme Upon Spalding Moor,North Yorkshire,YO43 4HG,England,478313,436041,Creyke Beck,Beverley 132/33kV,Holme Upon Spalding Moor,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2014-03-01 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.81476439284665, -0.812050972692912",East Riding of Yorkshire
2394000118300,Data Not Available,Hasholme Hall,Hasholme Hall,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,England,479395,434577,Creyke Beck,Beverley 132/33kV,Holme Upon Spalding Moor,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2014-11-06 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.80144513878823, -0.7959983173794511",East Riding of Yorkshire
2394000121279,Data Not Available,Bursea Lodge Solar,Bursea Lodge Solar,Bursea Lodge Farm,Bursea Lane,York,North Yorkshire,YO43 4DA,England,480569,434048,Creyke Beck,Beverley 132/33kV,Holme Upon Spalding Moor,11.0,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.19,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.19,0.19,0.2,Data Not Available,Data Not Available,2015-03-29 00:00:00,Data Not Applicable,Data Not Applicable,0.2,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.79651138759143, -0.7783156346739127",East Riding of Yorkshire
2394000111786,Data Not Available,Riverbank Farm,Riverbank Farm,Riverbank Farm,Aike,Driffield,North Yorkshire,YO25 9BG,England,504739,446011,Creyke Beck,Beverley 132/33kV,Norwood,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.08,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.08,0.08,0.084,Data Not Available,Data Not Available,2014-03-16 00:00:00,Data Not Applicable,Data Not Applicable,0.084,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.89969449472282, -0.40743962037996906",East Riding of Yorkshire
2394000121288,Data Not Available,"Forest Farm, Skiff Lane, Holme-on-Spalding-Moor, York, YO43 4AZ","Forest Farm, Skiff Lane, Holme-on-Spalding-Moor, York, YO43 4AZ",Forest Farm,Skiff Lane,York,North Yorkshire,YO43 4AZ,England,481544,437087,Creyke Beck,Beverley 132/33kV,Holme Upon Spalding Moor,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.19,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.19,0.19,0.2,Data Not Available,Data Not Available,2015-03-29 00:00:00,Data Not Applicable,Data Not Applicable,0.2,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.82366771494493, -0.7627135259114747",East Riding of Yorkshire
2394000125060,Data Not Available,"Parkinson Spencer Refractories Ltd, Holmfield, Halifax, HX3 6SX","Parkinson Spencer Refractories Ltd, Holmfield, Halifax, HX3 6SX",Parkinson Spencer Refractories Ltd,Holmfield,Halifax,West Yorkshire,HX3 6SX,England,408793,429294,Bradford West,Holmfield,Queensbury,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.3,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.3,0.3,0.316,Data Not Available,Data Not Available,2015-11-16 00:00:00,Data Not Applicable,Data Not Applicable,0.316,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.759930138134465, -1.8681069176113516",Bradford
2394000109909,Data Not Available,Moorgate Farm,Moorgate Farm,Moorgate Farm,Green Lane,Keighley,North Yorkshire,BD20 9HT,England,401841,449405,Bradford West,Silsden,Bolton Road,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.076,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.076,0.076,0.08,Data Not Available,Data Not Available,2014-05-24 00:00:00,Data Not Applicable,Data Not Applicable,0.08,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.940754698779976, -1.9734421297014892",North Yorkshire
2394000120354,Data Not Available,"Heights Farm, Heights Lane, Silsden, Keighley, BD20 9HW","Heights Farm, Heights Lane, Silsden, Keighley, BD20 9HW",Heights Farm,Heights Lane,Keighley,West Yorkshire,BD20 9HW,England,402577,448053,Bradford West,Silsden,Bolton Road,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.08,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.08,0.08,0.084,Data Not Available,Data Not Available,2015-08-01 00:00:00,Data Not Applicable,Data Not Applicable,0.084,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.928600287372866, -1.9622411255457646",Bradford
2394000124553,Data Not Available,"Greystones, Bank Lane, Silsden, Keighley, BD20 9JB","Greystones, Bank Lane, Silsden, Keighley, BD20 9JB",Greystones,Bank Lane,Keighley,West Yorkshire,BD20 9JB,England,404076,450382,Bradford West,Silsden,Chelker Reservoir,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.1,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.1,0.107,0.113,Data Not Available,Data Not Available,2016-07-16 00:00:00,Data Not Applicable,Data Not Applicable,0.105,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.94952343165983, -1.939382458420481",Bradford
Data Not Applicable,Data Not Available,University of Hull Distributed Solar Generators,University of Hull Distributed Solar Generators,University Of Hull,Cottingham Road,Hull,North Yorkshire,HU6 7RX,England,507663,431913,Creyke Beck,Beverley 132/33kV,First Avenue,11.0,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.21,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.21,0.21,0.221,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.772436423870175, -0.3678909413551551","Kingston upon Hull, City of"
2394000081402,Data Not Available,Linton Falls,Linton Falls,Water Turbine,Linton Falls,Skipton,North Yorkshire,BD23 6BQ,England,400057,463317,Bradford West,Silsden,Cracoe,0.4,Northern Powergrid (Yorkshire) plc,Water (flowing water or head of water),Hydro - Run of river,No,Data Not Applicable,Data Not Applicable,0.089,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.089,0.089,0.094,Data Not Available,Data Not Available,2011-07-11 00:00:00,Data Not Applicable,Data Not Applicable,0.094,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.06579369974409, -2.0006214496379977",North Yorkshire
2394000096490,Data Not Available,"Dobfield Farm, Todley Hall Road, Keighley, BD22 0QB","Dobfield Farm, Todley Hall Road, Keighley, BD22 0QB",Dobfield Farm,Todley Hall Road,Keighley,West Yorkshire,BD22 0QB,England,402125,440875,Bradford West,Silsden,Haworth 2,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.086,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.086,0.086,0.091,Data Not Available,Data Not Available,2012-10-22 00:00:00,Data Not Applicable,Data Not Applicable,0.091,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.864087771751734, -1.9691718105023048",Bradford
2900000029326,Data Not Available,Rainsbutt Farm Generation,Rainsbutt Farm Generation,Rainsbutt Farm,Crowle,Scunthorpe,Lincolnshire,DN17 4BJ,England,477506,415993,Camblesforth,Camblesforth,Crowle,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.5,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.5,0.5,0.526,Data Not Available,Data Not Available,2017-02-27 00:00:00,Data Not Applicable,Data Not Applicable,0.526,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.63473016288913, -0.8293190246219267",North Lincolnshire
