,building,RISK_ID,COUNTRY,LAT,LON,CLC_2012,AREA_m2,Risk
18,42830.0,UKC11_70,UK,54.555653644383405,-1.3968870279694086,18,3047.853679085693,2097.2135787994516
19,42831.0,UKC11_71,UK,54.552520214583616,-1.3841629711765917,12,3291.648375288776,2180.719753959154
20,43030.0,UKC11_73,UK,54.485408490626725,-1.4165416487602394,12,1312.2056172970829,579.7021313051202
21,43031.0,UKC11_74,UK,54.48611239084168,-1.4156540442274286,18,3414.1628452198347,1567.065761399001
22,43032.0,UKC11_75,UK,54.485842997760976,-1.413020784582571,18,1449.3873305521906,664.2222316094382
23,43036.0,UKC11_79,UK,54.494814068380705,-1.4112615347294202,18,2691.3779015017208,1234.952540367423
24,43037.0,UKC11_80,UK,54.503904696476994,-1.4169172447749794,12,1907.3398952631655,842.999099330155
25,43038.0,UKC11_81,UK,54.4950109754304,-1.39968224001782,18,2938.4217397631805,1348.6489583782338
26,43067.0,UKC11_103,UK,54.52857453773639,-1.4328179112063346,12,3077.301736575794,2038.8745420140172
27,43068.0,UKC11_104,UK,54.522916856486795,-1.4225465267442936,18,1821.8422062693435,1252.7934181487456
28,43069.0,UKC11_105,UK,54.51445965792797,-1.405195921584635,12,3451.110316206555,2287.1894165366352
29,43070.0,UKC11_106,UK,54.50725599718346,-1.3866943575830961,12,6675.989192688862,2950.8708490305785
30,43071.0,UKC11_107,UK,54.51875670971476,-1.3940935364146885,12,4378.8430109716255,2901.993111890825
